seq,global_ts,power.ts,power.current,power.voltage,steering.ts,steering.brake_pressure,steering.turn_angle,rpm_front.ts,rpm_front.rpm_left,rpm_front.rpm_right,rpm_back.ts,rpm_back.rpm_left,rpm_back.rpm_right,gps.ts,gps.lat,gps.long,gps.heading,gps.speed,motor.ts,motor.rpm,motor.throttle,filtered.speed,_t_publish_ns,timestamp
76752,527522085,855844260,1.000549554824829,52.47120666503906,855297096,1.2047618627548218,0.37069597840309143,0,nan,nan,855298639,284.26318359375,279.68377685546875,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855295598,0.0,0.0,8.782451629638672,1775743302647476886,1775743302650622654
76754,527540892,855863087,1.403479814529419,52.413185119628906,855313792,1.2063735723495483,0.3795604407787323,0,nan,nan,855317051,281.7007141113281,279.475341796875,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855314423,0.0,0.0,8.77060317993164,1775743302667634807,1775743302668472646
76756,527560142,855881875,0.9602563977241516,52.413185119628906,855332578,1.2104029655456543,0.3690842390060425,0,nan,nan,855332218,286.1721496582031,279.475341796875,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855332791,0.0,0.0,8.762752532958984,1775743302687464029,1775743302688408829
76758,527577419,855901172,1.3631865978240967,52.37450408935547,855351469,1.218461513519287,0.36989009380340576,0,nan,nan,855349772,286.04119873046875,279.475341796875,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855349820,0.0,0.0,8.755193710327148,1775743302707520099,1775743302708303643
76760,527595587,855918441,0.9602563977241516,52.432525634765625,855369109,1.215238094329834,0.3747252821922302,0,nan,nan,855367007,286.7410888671875,302.224365234375,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855365148,0.0,0.0,8.765867233276367,1775743302727720149,1775743302729074369
76764,527625498,855950491,1.000549554824829,52.451866149902344,855404694,1.2144322395324707,0.3747252821922302,0,nan,nan,855402321,289.7543029785156,295.1826171875,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855399051,0.0,0.0,8.78189468383789,1775743302747487409,1775743302748395117
76766,527642779,855966635,0.9602563977241516,52.451866149902344,855420054,1.2128205299377441,0.36989009380340576,0,nan,nan,855419676,288.4615478515625,290.1129455566406,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855416431,0.0,0.0,8.783321380615234,1775743302767543831,1775743302768375948
76768,527662482,855983865,0.8796703219413757,52.413185119628906,855436267,1.2136263847351074,0.3674725294113159,0,nan,nan,855437659,291.01348876953125,288.0184326171875,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855435595,0.0,0.0,8.785025596618652,1775743302787542846,1775743302791586249
76770,527681562,856003585,0.718498170375824,52.52922821044922,855459489,1.2136263847351074,0.3674725294113159,0,nan,nan,855457653,286.5657958984375,287.7973937988281,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855455074,0.0,0.0,8.783089637756348,1775743302807567843,1775743302808976674
76772,527705703,856023113,1.1617214679718018,52.49054718017578,855475121,1.2168498039245605,0.37714284658432007,0,nan,nan,855481914,283.8328857421875,281.9972839355469,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855479202,0.0,0.0,8.77475357055664,1775743302828607917,1775743302830436445
76774,527727590,856046848,1.0408425331115723,52.47120666503906,855500870,1.2063735723495483,0.37069597840309143,0,nan,nan,855503945,280.8147277832031,278.3551025390625,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855501229,0.0,0.0,8.761762619018555,1775743302847629392,1775743302848754264
76776,527744503,856069249,0.6782050728797913,52.451866149902344,855522533,1.196703314781189,0.372307687997818,0,nan,nan,855521368,279.7672424316406,281.6160888671875,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855518145,0.0,0.0,8.751106262207031,1775743302867905403,1775743302870517309
76778,527763733,856087434,1.0408425331115723,52.52922821044922,855541467,1.207985281944275,0.3747252821922302,0,nan,nan,855540519,284.0048522949219,271.69976806640625,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855537193,0.0,0.0,8.736659049987793,1775743302887540054,1775743302888760017
76780,527783202,856105327,0.7587912678718567,52.52922821044922,855556371,1.2232966423034668,0.3690842390060425,0,nan,nan,855559499,285.25787353515625,285.25787353515625,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855556832,0.0,0.0,8.734210968017578,1775743302907501644,1775743302908687034
76780,527783202,856105327,0.7587912678718567,52.52922821044922,855556371,1.2232966423034668,0.3690842390060425,0,nan,nan,855559499,285.25787353515625,285.25787353515625,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855556832,0.0,0.0,8.734210968017578,1775743302927653713,1775743302930455504
76784,527827085,856153727,0.7587912678718567,52.47120666503906,855606402,1.2176556587219238,0.3674725294113159,0,nan,nan,855603911,287.13629150390625,293.3354187011719,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855600656,0.0,0.0,8.749361038208008,1775743302947495268,1775743302948879321
76786,527846885,856169576,0.6379120945930481,52.49054718017578,855622923,1.2192673683166504,0.3690842390060425,0,nan,nan,855623127,284.7812805175781,291.0586853027344,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855620408,0.0,0.0,8.75033187866211,1775743302967502080,1775743302968625822
76788,527864714,856188210,0.7990842461585999,52.451866149902344,855640629,1.2216849327087402,0.37069597840309143,0,nan,nan,855641375,286.4782409667969,288.1955261230469,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855638266,0.0,0.0,8.7503662109375,1775743302987477188,1775743302988758299
76790,527881866,856206281,0.7587912678718567,52.47120666503906,855657760,1.2192673683166504,0.3747252821922302,0,nan,nan,855657806,285.86676025390625,287.5766906738281,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855655393,0.0,0.0,8.749463081359863,1775743303007469278,1775743303008413153
76792,527897466,856223092,0.9199633002281189,52.451866149902344,855673372,1.2192673683166504,0.36989009380340576,0,nan,nan,855672951,284.26318359375,282.3370056152344,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855670371,0.0,0.0,8.743393898010254,1775743303029017215,1775743303030368713
76794,527916909,856238740,0.8796703219413757,52.413185119628906,855689135,1.2128205299377441,0.3747252821922302,0,nan,nan,855690037,281.9125061035156,280.89886474609375,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855689978,0.0,0.0,8.734743118286133,1775743303047455791,1775743303048660514
76798,527945648,856272225,0.8796703219413757,52.39384460449219,855724882,1.2257142066955566,0.36989009380340576,0,nan,nan,855722534,278.3551025390625,261.0693359375,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855719283,0.0,0.0,8.691600799560547,1775743303067529472,1775743303068464551
76800,527964187,856286980,0.9199633002281189,52.432525634765625,855741342,1.228131890296936,0.3755311369895935,0,nan,nan,855740177,278.231201171875,275.81640625,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855737092,0.0,0.0,8.678868293762207,1775743303087596468,1775743303088433474
76802,527981942,856308231,0.7587912678718567,52.451866149902344,855759000,1.2361904382705688,0.3715018332004547,0,nan,nan,855758110,281.3203430175781,275.81640625,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855755279,0.0,0.0,8.669123649597168,1775743303107506911,1775743303108648894
76804,528008664,856323241,0.7587912678718567,52.49054718017578,855774551,1.2369962930679321,0.3763369917869568,0,nan,nan,855784215,283.9618225097656,35.43217849731445,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855781407,0.0,0.0,8.478851318359375,1775743303127962142,1775743303128982275
76806,528024370,856350027,0.718498170375824,52.54856872558594,855801457,1.2369962930679321,0.372307687997818,0,nan,nan,855800972,285.1711120605469,295.7879943847656,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855797881,0.0,0.0,8.497245788574219,1775743303147657847,1775743303148484724
76808,528044709,856367487,0.7990842461585999,52.49054718017578,855823877,1.2369962930679321,0.36989009380340576,0,nan,nan,855821548,286.3907165527344,291.42059326171875,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855818309,0.0,0.0,8.512323379516602,1775743303167562253,1775743303168381074
76810,528064119,856387096,0.8796703219413757,52.52922821044922,855841212,1.2369962930679321,0.3690842390060425,0,nan,nan,855840932,284.6083679199219,287.0483703613281,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855837657,0.0,0.0,8.521961212158203,1775743303187472381,1775743303188265110
76812,528085486,856405570,0.718498170375824,52.47120666503906,855858551,1.2369962930679321,0.37069597840309143,0,nan,nan,855861942,288.06268310546875,285.5619812011719,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855858815,0.0,0.0,8.532615661621094,1775743303207473823,1775743303208452382
76814,528107085,856426906,1.000549554824829,52.451866149902344,855882965,1.2369962930679321,0.3763369917869568,0,nan,nan,855882869,283.3182373046875,284.6515808105469,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855879672,0.0,0.0,8.538432121276855,1775743303227639558,1775743303228553933
76816,528125146,856448820,0.9602563977241516,52.432525634765625,855901607,1.2321611642837524,0.372307687997818,0,nan,nan,855902015,280.47869873046875,279.1009216308594,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855898681,0.0,0.0,8.537569046020508,1775743303247490613,1775743303248689150
76818,528145018,856466644,0.7587912678718567,52.52922821044922,855920131,1.2313553094863892,0.37069597840309143,0,nan,nan,855921586,279.2256164550781,276.3041687011719,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855918451,0.0,0.0,8.533665657043457,1775743303267494628,1775743303268321245
76820,528162774,856486540,0.9199633002281189,52.432525634765625,855940797,1.2321611642837524,0.36989009380340576,0,nan,nan,855939651,276.8753662109375,278.7275085449219,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855936372,0.0,0.0,8.530013084411621,1775743303287702937,1775743303288824661
76822,528181501,856504168,0.839377224445343,52.52922821044922,855955692,1.2321611642837524,0.36989009380340576,0,nan,nan,855958126,277.5310974121094,272.2520751953125,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855955054,0.0,0.0,8.522112846374512,1775743303307488048,1775743303308337943
76824,528199052,856522880,0.9199633002281189,52.5098876953125,855973171,1.2369962930679321,0.3690842390060425,0,nan,nan,855973903,279.3088073730469,263.75018310546875,527441100,39.79653549194336,-86.23875427246094,358.3999938964844,9.579462051391602,855972273,0.0,0.0,8.509488105773926,1775743303327883002,1775743303328886710
76826,528220063,856540801,1.0408425331115723,52.451866149902344,855993853,1.2353845834732056,0.3674725294113159,0,nan,nan,855995809,283.01885986328125,72.36588287353516,528214745,39.7966194152832,-86.23875427246094,358.54998779296875,9.28314208984375,855993398,0.0,0.0,8.35460090637207,1775743303347492783,1775743303348300049
76828,528235480,856561505,0.7587912678718567,52.47120666503906,856011571,1.2353845834732056,0.3682783842086792,0,nan,nan,856009924,283.7469787597656,292.466064453125,528214745,39.7966194152832,-86.23875427246094,358.54998779296875,9.28314208984375,856008660,0.0,0.0,8.375594139099121,1775743303367543279,1775743303368444210
76832,528264668,856591962,0.7587912678718567,52.52922821044922,856042245,1.2361904382705688,0.3715018332004547,0,nan,nan,856040595,283.44671630859375,278.68609619140625,528214745,39.7966194152832,-86.23875427246094,358.54998779296875,9.28314208984375,856037416,0.0,0.0,8.399192810058594,1775743303387485963,1775743303388393023
76834,528280033,856606393,0.9199633002281189,52.451866149902344,856056770,1.2369962930679321,0.3755311369895935,0,nan,nan,856055844,284.6947937011719,286.5657958984375,528214745,39.7966194152832,-86.23875427246094,358.54998779296875,9.28314208984375,856052722,0.0,0.0,8.414186477661133,1775743303407498404,1775743303408317836
76836,528294929,856621534,0.8796703219413757,52.5098876953125,856071912,1.2361904382705688,0.3690842390060425,0,nan,nan,856070988,286.12847900390625,283.1898498535156,528214745,39.7966194152832,-86.23875427246094,358.54998779296875,9.28314208984375,856068287,0.0,0.0,8.426950454711914,1775743303427491401,1775743303428405684
76840,528322392,856650059,0.7587912678718567,52.451866149902344,856100253,1.2369962930679321,0.372307687997818,0,nan,nan,856099340,281.27813720703125,279.4336853027344,528214745,39.7966194152832,-86.23875427246094,358.54998779296875,9.28314208984375,856096019,0.0,0.0,8.43961238861084,1775743303447527768,1775743303448599067
